,question_text
38620,특별히 가고 싶은 회사가 있으십니까 특정 도메인이 중요한지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보는지 자세하게 설명 부탁드리겠습니다
38621,지금 읽고 계신 책이 있으시니까 있다면 어떤 책인지 궁금한데요 왜 그 책을 읽으시는지도 함께 설명 부탁드리겠습니다
38622,어 지원자님께서 우리 회사에 들어오셔서 오 년 뒤 또는 십 년 뒤에 어떤 엔지니어가 되어 있을까요 어 본인이 생각해 보신 적이 있으면 말씀해 주시기 바랍니다
38623,지원자님만의 스트레스 해소 방법이 있다면 무엇이었습니까 왜 그 방법으로 스트레스를 해소하셨는지도 말씀해 주십시오
38624,어쩌다 이 분야에 관심을 가지게 되었고 지원하게 되었는지 궁금합니다 관심을 가지게 되신 이유와 지원 동기에 대해서 설명해 주세요
38625,기술적인 이슈를 해결했던 경험이 있으십니까 있으시다면 당시의 상황을 자세하게 설명해 주세요
38626,지원자님이 생각하는 자신의 성격 상의 장점과 단점에 대해서 각각 말씀을 해 주시기 바랍니다 구체적인 예시를 들어주셔도 좋습니다
38627,면접자님께선 직무 수행 시 모르는 과제가 등장했다면 어떻게 해결해 나가시겠습니까 면접자님만의 문제 해결 방법에 대해 말씀 부탁드립니다
38628,입사 후 쉬운 일 어려운 일이 있을 때 이 일에 대한 분배를 어떻게 하면 좋을까요 어떻게 나눠서 처리할 생각이신지 자세하게 설명 부탁드리겠습니다
38629,면접자님이 생각하시기에 면접자님의 노년의 모습은 어떤 모습이면 좋을지 면접자님의 이상적인 노년의 모습에 대해 자세하게 말씀 부탁드립니다
38630,만약 근무 중 직무가 적성에 맞지 않는다면 어떻게 하시겠어요 상황을 가정하고 말씀해 주실 수 있나요
38631,우리 회사에 입사를 하고 보니 업무 내용이나 강도가 예상한 것과 전혀 다르게 느껴진다면 어떻게 대처하실 건가요
38632,열심히는 하지만 면접자님이 원하는 만큼 따라오지 못하는 팀 동료가 있다면 어떻게 대처하시겠습니까
38633,면접자님께서 대학에서 배운 전공 과목 중 가장 기억에 남는 과목이 있다면 무엇인지 한 가지만 골라 말씀 부탁드립니다
38634,면접자님의 전공과 관련해서 최근 부족함을 느낀 뒤 따로 공부하고 있는 분야가 있다면 그것은 무엇인가요
38635,면접자님께서 최근에 재밌게 하고 있는 일이 있다면 무엇인지 왜 그 일이 재밌는지 이유와 근거를 들어 말씀 부탁드립니다
38636,면접자님이 지금까지 살면서 이룬 성과 중 가장 큰 성과가 있다면 무엇인지 한 가지만 골라 말씀 부탁드립니다
38637,지금 읽고 계신 책이 있으신가요 있다면 무슨 책인지 궁금합니다 또 왜 그 책을 읽고 있는지도 함께 말씀해 주시기 바랍니다
38638,지금 읽고 계신 책이 있으십니까 있다면 무슨 책인지 저희에게 설명해 주시고요 왜 그 책을 읽으시는지까지도 설명해 주시기 바랍니다
38639,이제까지 살면서 전혀 몰랐던 일을 새로운 환경에서 진행해 본 경험이 있다면 그 경험에 대해서 소개해 주시겠어요
38640,지원자분께서 입사를 하신 후에 쉬운 일과 어려운 일이 있다고 했을 때 이 일에 대한 분배를 어떻게 하고 싶으신지 궁금합니다 어떻게 나눠서 처리할 생각이신지 답변해 주세요
38641,최근에 본 뉴스들 가운데서 제일 인상 깊었던 뉴스가 무엇이었는지 말씀해 주시고 그 이유도 함께 얘기해 주세요
38642,만약 일을 하던 중 팀원과 불화가 생긴다면 어떻게 해결하면 좋을까요 해결 방법과 그 이유 자세하게 설명 부탁드리겠습니다
38643,지원자분께서 협업을 하심에 있어서 사교성이 좋은 편이신지 궁금합니다 또 본인의 그와 같은 사교성을 키우기 위해서 어떠한 노력을 하셨는지도 궁금합니다
38644,최근에 가장 재미있게 하고 있는 일은 무엇인가요 그 일이 어떤 일이고 또 그 일이 왜 재미있는지도 함께 설명해 주시기 바랍니다
38645,지원자님께서 이 직무에 지원한 이유가 무엇인지 말씀해 주시기 바랍니다 또한 본인이 왜 여기에 적합한 인재인지도 설명해 주시기 바랍니다
38646,면접자님만의 단점이 있다면 무엇인지 말씀해 주시고 이를 보완하기 위해 노력한 부분이 있다면 무엇인지 함께 설명 부탁드립니다
38647,예 지원자님이 다룰 수 있는 그 설계 프로그램에 대해서 예 모두 말씀해 주시면 감사하겠습니다
38648,피곤하다 할 때 그 피로에 대해서 설명해 주실 수 있겠습니까 구체적인 예시를 들어서 최대한 자세하게 부탁드립니다
38649,지원자분께서 주변 친구들 중 한 명을 골라서 칭찬해 주시면 좋겠습니다 구체적이고 자세한 칭찬일수록 좋습니다
38650,본인이 생각할 때 본인은 숫자에 더 가까운 사람인가요 아니면 창의에 더 가까운 사람인가요 그렇게 생각하는 이유도 함께 말씀해 주시기 바랍니다
38651,앞으로 일을 하다 보면 중국으로 출장을 가게 될 일이 생길 수도 있는데 혹시 그럴 때 중국으로 출장을 가는 것도 괜찮으신가요
38652,지원자분께서 만약 이 면접에서 최종 탈락하신다면 어떤 점이 본인이 부족해서 탈락했다고 생각하시는지 궁금합니다
38653,나만의 스트레스의 해소법이 있는지 있다면 왜 그런 방법으로 스트레스를 해소하는지 말씀해 주세요
38654,지금까지 여러 대외 활동을 해 보셨죠 혹시 거기서는 무엇을 배웠고 어떤 자세로 임했는지 말씀해 주시겠어요
38655,혹시 지원자님은 따로 스터디 모임을 하고 있는 것이 있나요 있다면 어떤 공부를 어떤 목적으로 하시는지 궁금합니다
38656,지원자님은 성공적으로 정비 관련 이슈를 해결해 본 경험이 있으시다면 그 경험에 대해서 지금 말씀해 주세요
38657,지원자분께서 역사 속에서 가장 존경하는 인물에 대해서 이야기 해 주시고 그 인물을 가장 존경하는 이유도 함께 이야기해 주세요
38658,이루고 싶은 인생의 목표가 있으신가요 있다면 왜 그것을 이루고 싶은지도 함께 말씀해 주십시오
38659,연접자님께선 이전 직장에서 퇴사한 후 퇴사한 것을 후회하신 적이 있나요 있다면 이유가 궁금합니다
38660,지금까지 살아오시면서 새로운 환경에서 전혀 몰랐던 일을 맡아서 한 경험이 있으십니까 있다면 소개해 주십시오
38661,우리 회사에 들어오면 기존과는 업무 스타일이 달라질 수도 있는데요 기존과 다른 업무 스타일에 잘 적응하실 수 있으신가요
38662,전공 외에 본인이 수준급의 실력이 될 정도로 노력해 본 것이 있나요 있다면 전공과 관련 어떤 도움을 주는지 말씀해 주세요
38663,사람들과 협업을 하면서 가장 어려웠던 점이 있으셨나요 있으셨다면 그것은 무엇이었는지 그리고 그것을 어떻게 극복하셨는지도 함께 말씀해 주시길 바랍니다
38664,만약 이직을 생각하는 동료를 만나게 된다면 그 동료에게 뭐라고 말씀해 주시겠습니까 그리고 왜 그렇게 말씀하실지도 설명해 주시기 바랍니다
38665,창의성과 팀워크 둘 중에서 좀 더 중요한 것은 무엇이라고 생각하시는지 궁금합니다 그 근거도 함께 들어서 답변해 주세요
38666,성공적으로 정비 관련해서 정비 관련 이슈를 해결해 본 신 경험이 있으시다면 그 경험에 대해서 뭐 어떤 식으로 성공을 했는지 그것을 말씀해 주시기 바랍니다
38667,지금 본인이 내일 죽는다는 사실을 알게 된다면 당장 무엇을 하고 싶으신지 궁금합니다 이 면접을 끝까지 계속 보실 생각이신가요
38668,지원자님께서는 혹시 공장에서 일해 보신 경험이 있는지요 어 그런 경험이 있다면 그것이 언제 어떤 공장에서 일을 하셨는지 그 경험에 대해서 자세히 설명해 주세요
38669,지금부터 삼 년 뒤까지 본인에게 삼 년 내에 주요 성장 계획이나 목표가 있다면 그것이 무엇인지 궁금합니다
38670,지금까지 여러 대외 활동을 해 보셨을 텐데 대외 활동에서 무엇을 배웠고 어떤 자세로 임했는지 말씀해 주시기 바랍니다
38671,고장 난 기계나 장비 등을 성공적으로 교체해 본 경험이 있으시다면 그 경험에 대해 말씀해 주시겠습니까
38672,지원자님께서는 팀장이 더 잘 맞을 것 같은지 팀원에 더 잘 맞을 것 같은지 본인의 타입을 설명해 주시길 바랍니다 그리고 그 이유는 무엇인가요
38673,본인이 지금까지 살면서 이룬 성과 중에 가장 큰 성과는 어떤 것일까요 자랑 한번 부탁드리겠습니다
38674,오늘 면접 준비하느라고 고생을 많이 하셨을 텐데 혹시 어떤 방식으로 면접을 준비하셨는지 말씀해 주실 수 있겠어요
38675,이제까지 협업을 하시면서 제일 어려웠던 점과 그 점을 어떤 방법으로 해결하셨는지 함께 얘기해 주세요
38676,지원자님이 협업을 할 때 가장 중요하게 생각하는 것은 무엇입니까 그리고 왜 그것을 가장 중요하게 생각하시는지도 함께 말씀해 주시기 바랍니다
38677,혹시 지원자님께서는 매일 공부하고 계신 분야가 따로 있나요 있다면 그 공부를 하는 목적도 말씀해 주세요
38678,본인의 장점과 단점을 설명 부탁드리고요 그것을 특화시키고 극복하기 위한 노력도 함께 설명 부탁드리겠습니다
38679,이 회사가 해외 진출을 앞두고 있습니다 지원자님이 생각하시기에 어떤 나라로 진출하는 게 좋을까요
38680,면접자님께서는 이 분야에 지원하시기 위해 노력했던 부분이 있다면 무엇이 있었는지 말씀해 주세요
38681,다른 지원자들이 없는 지원자님만의 장점 차별점이 있다면 어떤 게 있습니까
38682,지원자님께서는 혹시 공장에서 일해 보신 경험이 있나요 있다면 그 경험에 관해 자세히 설명해 주세요
38683,앞으로 일을 하다 보면 자료를 문서화 하게 될 일이 많이 있을 수 있습니다 그럴 때 문서화 작업은 왜 필요하다고 생각하시나요
38684,업무상으로 분쟁이 발생했을 때를 대비해서 지원자분만이 가지고 계시는 대처법이 있으신지 궁금합니다 있으시다면 그게 무엇인지 이야기 해 주세요
38685,이제까지 살면서 제일 후회되는 일이 있었다면 그것이 무엇이었는지 한 가지만 골라서 얘기해 주시겠어요
38686,하실 줄 아는 일들이 여러 가지 있는 걸로 알고 있는데 면접자 분께서는 다룰 수 있는 설계 프로그램에 대해서 말씀해 보시겠습니까
38687,이 직무에 지원한 이유가 무엇인지 말씀해 주시고 본인이 왜 적합한 인재인지도 설명해 주시기 바랍니다
38688,어 그냥 일반 서무 사무 업무가 아니고 기술적인 거를 뭐 기술적인 문제를 해결했던 경험 혹시 있으세요 어떤 상황이었는지 궁금합니다
38689,혹시 직장을 선택할 때 제일 중요하게 생각하는 것 세 가지가 있다면 그것이 각각 무엇인지 말씀해 주세요
38690,현재 공부하고 계신 분야는 무엇입니까 왜 그걸 공부하고 있고 지금까지 무엇을 배웠는지도 함께 말씀 부탁드립니다
38691,면접자님의 전공과 관련해서 최근 부족함을 느낀 뒤 따로 공부하고 있는 분야가 있다면 그것이 무엇인지 궁금합니다
38692,만약 면접자님의 직무에 맞지 않는 일을 맡게 된다면 어떻게 하실지 궁금합니다
